Sensor Name:,kionix
Scale Range:,2
Serial Port:,/dev/ttyACM0
File Name:,res3.csv
Time,X,Y,Z
1.6689300537109375e-06,0.9311748,-0.05270801,-0.1132246
0.0007107257843017578,0.9877871,0.0009760742,-0.1952148
0.0012733936309814453,0.9887631,0.05368408,-0.1825259
0.0018651485443115234,0.985835,0.01073682,-0.1932627
0.01130056381225586,1.007309,0.026354,-0.2537793
0.012446880340576172,0.9946196,0.002928222,-0.2157124
0.013467788696289062,1.00438,-0.007808594,-0.2088799
0.014122962951660156,0.9633852,0.007808594,-0.1259136
0.022278785705566406,0.9965717,0.01268896,-0.2020474
0.02304863929748535,0.974122,-0.001952148,-0.1327461
0.023818254470825195,0.9877871,-0.002928222,-0.1922866
0.0244905948638916,1.013165,-0.02733008,-0.2293774
0.03341245651245117,1.060017,0.03513867,-0.2791572
0.034255027770996094,1.024878,-0.04880371,-0.2020474
0.034975290298461914,0.9663135,0.03904297,-0.1600762
0.03556680679321289,0.9887631,0.01464111,-0.2039995
0.044356584548950195,1.022926,-0.01268896,-0.2528032
0.04520559310913086,0.9936436,-0.0009760742,-0.1854541
0.04585909843444824,1.006333,-0.007808594,-0.2059517
0.04640483856201172,0.9955957,0.02342578,-0.2205928
0.05597805976867676,1.045375,-0.08394238,-0.1591001
0.05681920051574707,1.013165,0.01073682,-0.170813
0.057828426361083984,0.9877871,0.004880371,-0.1942388
0.06628203392028809,0.9838828,0.01464111,-0.1669087
0.06717467308044434,0.9975478,0.004880371,-0.1893584
0.06799745559692383,1.001452,0.002928222,-0.1874062
0.06886744499206543,0.9614331,0.006832519,-0.1395786
0.07737231254577637,0.9916914,-0.009760742,-0.209856
0.07811665534973145,0.9829067,0.0341626,-0.1883823
0.0787661075592041,0.959481,0.07515771,-0.1356743
0.07956504821777344,0.9633852,0.07613379,-0.1259136
0.08844709396362305,0.9770502,0.026354,-0.119081
0.0894014835357666,0.9868111,0.009760742,-0.1756933
0.0901033878326416,0.9995,0.0566123,-0.2196167
0.09088134765625,0.9790024,0.04197119,-0.1229854
0.09952712059020996,0.9770502,0.01659326,-0.197167
0.10034561157226562,0.9985239,0.04489941,-0.237186
0.10109710693359375,1.023902,-0.001952148,-0.2410903
0.10189485549926758,0.9877871,0.02830615,-0.2030234
0.11067557334899902,0.9848589,0.0,-0.1874062
0.11172103881835938,1.011213,0.002928222,-0.2215688
0.11259317398071289,0.9750981,0.06246875,-0.1600762
0.11349201202392578,0.9692417,0.03806689,-0.1669087
0.12157940864562988,0.9916914,-0.01659326,-0.1766694
0.12235283851623535,1.007309,-0.01366504,-0.2274253
0.12300682067871094,1.011213,0.01171289,-0.2488989
0.12370896339416504,0.9897392,0.005856445,-0.1825259
0.13380217552185059,0.9711939,0.03904297,-0.1220093
0.14124798774719238,1.002428,-0.04099512,-0.1883823
0.14209842681884766,0.973146,-0.05270801,-0.144459
0.1450345516204834,0.9955957,0.01561719,-0.1903345
0.14604496955871582,0.9643613,0.03123437,-0.1220093
0.14684844017028809,0.9614331,-0.009760742,-0.1229854
0.14740800857543945,1.000476,0.004880371,-0.1932627
0.14786410331726074,0.9711939,0.03904297,-0.1639805
0.15483427047729492,0.9692417,0.02244971,-0.1386025
0.15558385848999023,0.9985239,-0.03123437,-0.2020474
0.15614986419677734,0.9985239,-0.001952148,-0.2049756
0.15668797492980957,0.9946196,0.01464111,-0.1561719
0.16588234901428223,1.006333,-0.003904297,-0.2039995
0.16655826568603516,0.9916914,0.01854541,-0.1883823
0.16710329055786133,1.020974,-0.006832519,-0.2303535
0.17664623260498047,0.9565527,-0.04489941,-0.1503154
0.17779016494750977,0.9838828,0.05368408,-0.2332817
0.17869877815246582,1.00438,0.005856445,-0.1835019
0.179443359375,0.9663135,0.03904297,-0.1522676
0.18777132034301758,0.974122,-0.001952148,-0.1473872
0.18839716911315918,0.9877871,0.003904297,-0.1883823
0.1889030933380127,0.9653374,0.02342578,-0.1278657
0.1893763542175293,0.9526484,0.05075586,-0.1512915
0.19883179664611816,0.9633852,0.006832519,-0.1044399
0.19948506355285645,0.9916914,0.004880371,-0.1942388
0.20003628730773926,0.973146,-0.01366504,-0.1337222
0.2006082534790039,1.003404,0.001952148,-0.2049756
0.20990705490112305,0.959481,-0.001952148,-0.13177
0.21057343482971191,0.9682656,-0.01073682,-0.1415308
0.21117448806762695,1.009261,0.005856445,-0.2528032
0.21173310279846191,0.9633852,0.04392334,-0.1493393
0.22109675407409668,0.9926674,0.006832519,-0.1903345
0.22185111045837402,1.018045,0.009760742,-0.2674443
0.22257113456726074,0.9995,0.008784667,-0.1825259
0.22321224212646484,1.011213,0.02342578,-0.2196167
0.23221945762634277,1.025854,-0.006832519,-0.2303535
0.23296809196472168,0.9770502,0.02733008,-0.158124
0.23366665840148926,1.055136,0.04294726,-0.2811094
0.23446345329284668,0.9907153,0.002928222,-0.1893584
0.24333477020263672,0.9955957,0.01464111,-0.1991191
0.24410724639892578,1.006333,-0.02537793,-0.1815498
0.2447972297668457,0.9916914,-0.008784667,-0.1874062
0.2539544105529785,1.018045,0.008784667,-0.2020474
0.2547435760498047,1.002428,0.004880371,-0.2225449
0.2553834915161133,1.02195,0.06734912,-0.2684204
0.256028413772583,0.9877871,0.01268896,-0.1952148
0.2650270462036133,0.9955957,0.009760742,-0.2049756
0.26581835746765137,1.027806,-0.02928222,-0.2440186
0.26645445823669434,0.9809546,0.02147363,-0.1903345
0.26708340644836426,0.9799785,0.03221045,-0.2186406
0.2760899066925049,0.9624091,-0.04489941,-0.1747173
0.27689695358276367,0.9458159,-0.0907749,-0.08101416
0.2776222229003906,0.9887631,0.008784667,-0.1747173
0.2783374786376953,1.022926,-0.04880371,-0.2401143
0.2872638702392578,0.9897392,-0.05758838,-0.1776455
0.28800106048583984,0.9897392,0.007808594,-0.1942388
0.2887277603149414,1.024878,-0.006832519,-0.2567075
0.28937506675720215,1.016093,-0.0302583,-0.2010713
0.2983217239379883,1.015117,0.001952148,-0.2274253
0.2992899417877197,0.9897392,0.003904297,-0.1913105
0.29979872703552246,0.9653374,-0.02342578,-0.1415308
0.300382137298584,0.9936436,-0.0009760742,-0.1776455
0.3094019889831543,0.9760742,0.002928222,-0.1620283
0.310070276260376,0.9916914,0.05270801,-0.1932627
0.31063055992126465,0.9126293,0.06734912,-0.05758838
0.32021641731262207,1.013165,0.03611475,-0.2401143
0.32108569145202637,0.9955957,0.006832519,-0.1786216
0.3217484951019287,0.9848589,0.01756933,-0.1795976
0.3222999572753906,0.9770502,0.006832519,-0.1932627
0.3314657211303711,0.9770502,-0.0009760742,-0.1835019
0.3350372314453125,0.9829067,-0.008784667,-0.170813
0.34645891189575195,1.007309,-0.01952148,-0.2244971
0.3496584892272949,0.9926674,0.004880371,-0.1678848
0.35076165199279785,0.9536245,-0.01659326,-0.1112725
0.35155463218688965,0.9780263,-0.0302583,-0.1600762
0.3523578643798828,1.046352,-0.004880371,-0.2596357
0.3530244827270508,0.9946196,0.009760742,-0.1776455
0.3536345958709717,1.029758,-0.02537793,-0.2323057
0.3542447090148926,0.9399594,0.005856445,-0.07808594
0.35477638244628906,1.005356,0.01952148,-0.1766694
0.35546350479125977,0.9829067,-0.01854541,-0.1356743
0.36465907096862793,0.9809546,0.04197119,-0.1532436
0.3655073642730713,0.9868111,-0.03709082,-0.1747173
0.36661458015441895,0.9916914,0.003904297,-0.1864302
0.37537384033203125,0.9985239,0.03611475,-0.2293774
0.3761155605316162,0.9887631,0.001952148,-0.1864302
0.3766899108886719,0.9780263,-0.02537793,-0.1571479
0.37729477882385254,1.024878,0.006832519,-0.2791572
0.38641929626464844,1.050256,0.0341626,-0.2703725
0.38715481758117676,1.05416,0.01464111,-0.3055112
0.38869190216064453,0.9936436,0.01073682,-0.197167
0.3892786502838135,1.00438,0.0302583,-0.209856
0.3974599838256836,0.9663135,0.03611475,-0.1620283
0.3981306552886963,0.9916914,0.003904297,-0.1981431
0.39865803718566895,0.960457,-0.01756933,-0.1503154
0.399172306060791,1.037567,0.02440186,-0.276229
0.4085419178009033,1.022926,-0.06539697,-0.2332817
0.4092066287994385,0.9955957,0.01268896,-0.1932627
0.40975141525268555,0.9887631,0.01952148,-0.1786216
0.4102904796600342,1.02683,0.04099512,-0.2645161
0.4201936721801758,0.9965717,0.008784667,-0.2020474
0.420987606048584,1.006333,0.01659326,-0.1795976
0.42174410820007324,0.9838828,0.009760742,-0.1142007
0.42243051528930664,0.921414,0.02830615,-0.1063921
0.43078088760375977,0.9946196,0.004880371,-0.1952148
0.43158888816833496,0.9350791,0.03611475,-0.1298179
0.4322469234466553,1.029758,-0.01756933,-0.2284014
0.43291234970092773,0.9877871,-0.04685156,-0.1864302
0.44190502166748047,0.9887631,0.005856445,-0.1991191
0.44266223907470703,1.03171,0.06637304,-0.2479228
0.44338226318359375,0.9897392,0.01561719,-0.1815498
0.44492483139038086,0.9887631,-0.0009760742,-0.1981431
0.4528234004974365,1.006333,0.04489941,-0.1922866
0.45351600646972656,1.00438,0.02830615,-0.2205928
0.4540998935699463,0.9955957,-0.004880371,-0.1903345
0.454667329788208,0.9506963,-0.009760742,-0.1571479
0.4639139175415039,0.9526484,-0.03123437,-0.07515771
0.46457791328430176,0.9458159,0.0341626,-0.1093203
0.4651632308959961,0.9965717,-0.002928222,-0.1981431
0.47474241256713867,0.9838828,0.007808594,-0.2069277
0.47541284561157227,0.9838828,0.02537793,-0.2205928
