Sensor Name:,kionix
Scale Range:,2
Serial Port:,/dev/ttyACM0
File Name:,res2.csv
Time,X,Y,Z
3.0994415283203125e-06,0.4616831,-0.01366504,0.8501606
2.7418136596679688e-05,0.421664,-0.02244971,0.9233662
5.984306335449219e-05,0.4568027,-0.01756933,0.8667539
7.915496826171875e-05,0.4528984,0.01561719,0.8726103
0.00010037422180175781,0.4372812,-0.04685156,0.9106772
0.00011897087097167969,0.4255683,-0.02342578,0.9097012
0.00012993812561035156,0.4646113,-0.05270801,0.8628496
0.00013875961303710938,0.434353,-0.001952148,0.9165337
0.0001475811004638672,0.4421616,-0.01952148,0.9136055
0.00015664100646972656,0.4324009,-0.04782763,0.921414
0.00016546249389648438,0.4538745,0.008784667,0.8657778
0.00017404556274414062,0.459731,0.003904297,0.8540649
0.00018262863159179688,0.4460659,-0.02440186,0.882371
0.00019073486328125,0.4236162,-0.03904297,0.9419116
0.00019979476928710938,0.4177598,0.02049756,0.9272705
0.0002086162567138672,0.4431377,-0.01171289,0.8960361
0.0002167224884033203,0.4528984,-0.01171289,0.8589453
0.0002696514129638672,0.4275205,-0.01952148,0.9116533
0.0002791881561279297,0.4548506,-0.0009760742,0.8608974
0.0002884864807128906,0.4568027,-0.005856445,0.8569931
0.19945597648620605,0.4577788,-0.006832519,0.8648018
0.19947242736816406,0.4568027,-0.02244971,0.8862754
0.19948458671569824,0.4616831,0.003904297,0.8530889
0.1994936466217041,0.4177598,0.008784667,0.9223901
0.19950246810913086,0.4460659,-0.01268896,0.8852993
0.19951295852661133,0.4294726,-0.01268896,0.9145815
0.1995236873626709,0.4499702,-0.01171289,0.8862754
0.19953393936157227,0.4616831,-0.06539697,0.8579692
0.19954323768615723,0.421664,-0.04782763,0.9243423
0.19955229759216309,0.4187358,-0.007808594,0.9370312
0.19956135749816895,0.4636353,-0.01854541,0.8589453
0.1995699405670166,0.4363051,-0.01366504,0.8950601
0.19957852363586426,0.4694917,0.01756933,0.8413759
0.1995868682861328,0.4382573,-0.006832519,0.9136055
0.19959640502929688,0.4411855,-0.03318652,0.9136055
0.19960546493530273,0.4411855,-0.03318652,0.8989643
0.1996138095855713,0.4568027,-0.01464111,0.8755385
0.19966530799865723,0.4245923,0.008784667,0.9370312
0.1996748447418213,0.4499702,-0.01561719,0.8950601
0.19968342781066895,0.4363051,-0.008784667,0.9126293
0.1996922492980957,0.447042,-0.026354,0.881395
0.39989781379699707,0.4392334,0.0,0.8989643
0.3999145030975342,0.4304487,0.001952148,0.9009165
0.3999478816986084,0.4236162,-0.01561719,0.9194619
0.39996838569641113,0.4304487,0.006832519,0.894084
0.39998579025268555,0.4255683,-0.01073682,0.9175097
0.3999979496002197,0.4421616,-0.01561719,0.8872515
0.4000067710876465,0.447042,0.01952148,0.882371
0.40001583099365234,0.4499702,-0.008784667,0.8726103
0.4000244140625,0.4489941,-0.01073682,0.8784668
0.40003347396850586,0.4148315,-0.01268896,0.9448399
0.4000418186187744,0.434353,-0.02244971,0.9184858
0.40005064010620117,0.4284966,-0.01756933,0.9233662
0.4000589847564697,0.460707,-0.004880371,0.8569931
0.4000682830810547,0.4411855,0.0,0.8979882
0.40007686614990234,0.4460659,0.0009760742,0.9048208
0.4000856876373291,0.447042,-0.0302583,0.8794429
0.40013575553894043,0.4577788,-0.02733008,0.8706581
0.4001457691192627,0.4421616,-0.01659326,0.8989643
0.40015459060668945,0.434353,0.006832519,0.9116533
0.400162935256958,0.448018,-0.01952148,0.8755385
0.40017127990722656,0.4128794,-0.006832519,0.9428877
0.5993499755859375,0.4167837,-0.02244971,0.9409355
0.599367618560791,0.4392334,0.02342578,0.907749
0.5993776321411133,0.4128794,0.0009760742,0.9643613
0.5993866920471191,0.4265444,-0.009760742,0.907749
0.5993969440460205,0.4499702,0.007808594,0.8765146
0.5994064807891846,0.4441138,-0.04880371,0.8852993
0.5994150638580322,0.4792524,-0.02049756,0.8335674
0.599423885345459,0.434353,-0.04001904,0.9126293
0.5994324684143066,0.4382573,-0.01854541,0.9009165
0.5994415283203125,0.4060469,-0.03806689,0.9682656
0.599449872970581,0.4411855,0.01464111,0.8901797
0.5994582176208496,0.4324009,-0.002928222,0.907749
0.5994677543640137,0.4441138,0.01171289,0.8882276
0.5994760990142822,0.448018,-0.01756933,0.8735865
0.5994842052459717,0.4304487,0.004880371,0.921414
0.5995364189147949,0.4743721,-0.04197119,0.8238067
0.599545955657959,0.4284966,-0.01171289,0.9038447
0.599555253982544,0.4294726,-0.03221045,0.9057968
0.5995635986328125,0.4363051,-0.008784667,0.9126293
0.599571943283081,0.447042,-0.03318652,0.8911557
0.7994804382324219,0.4255683,-0.004880371,0.920438
0.7995073795318604,0.4324009,0.01366504,0.9018926
0.79952073097229,0.4372812,0.01366504,0.9038447
0.7995319366455078,0.4363051,-0.03123437,0.907749
0.7995452880859375,0.447042,0.002928222,0.8794429
0.7995564937591553,0.4148315,-0.01561719,0.947768
0.799567461013794,0.448018,-0.01268896,0.8901797
0.7995777130126953,0.4538745,0.01073682,0.8735865
0.7995889186859131,0.4528984,-0.02244971,0.8716343
0.7996020317077637,0.447042,-0.0302583,0.8735865
0.799612283706665,0.4197119,-0.006832519,0.9399594
0.7996227741241455,0.4245923,-0.03318652,0.9321508
0.7996337413787842,0.4626592,-0.01659326,0.8569931
0.7996444702148438,0.4616831,0.01366504,0.8345434
0.7996549606323242,0.4392334,-0.04099512,0.9057968
0.7997238636016846,0.4197119,-0.03123437,0.9389833
0.7997362613677979,0.4363051,-0.03221045,0.894084
0.7997488975524902,0.4294726,-0.002928222,0.9136055
0.7997603416442871,0.4382573,-0.02342578,0.894084
0.7997710704803467,0.4402094,-0.04489941,0.9028687
1.00001859664917,0.4509463,-0.02537793,0.8774907
1.0000252723693848,0.4519224,0.006832519,0.8726103
1.0000290870666504,0.4411855,-0.0341626,0.8999404
1.000032901763916,0.4431377,-0.03123437,0.8950601
1.0000371932983398,0.4304487,0.005856445,0.9145815
1.0000412464141846,0.4363051,-0.03513867,0.8882276
1.0000450611114502,0.4187358,-0.005856445,0.9360552
1.000049114227295,0.4265444,-0.002928222,0.9360552
1.0000526905059814,0.4265444,-0.002928222,0.9311748
1.000056505203247,0.4431377,-0.004880371,0.8804189
1.0000600814819336,0.4499702,-0.02342578,0.8716343
1.000063419342041,0.421664,-0.03513867,0.9419116
1.0000672340393066,0.4324009,-0.01854541,0.9145815
1.0000708103179932,0.4450899,0.0009760742,0.8735865
1.0000741481781006,0.4519224,-0.0009760742,0.868706
1.000098466873169,0.4304487,-0.03513867,0.921414
1.0001022815704346,0.4372812,-0.01073682,0.9028687
1.0001063346862793,0.4509463,-0.026354,0.8833471
1.000110387802124,0.4616831,-0.026354,0.8618735
1.0001139640808105,0.4655874,-0.02244971,0.8462564
1.000117301940918,0.4636353,-0.01659326,0.8462564
1.0001208782196045,0.4304487,-0.008784667,0.9038447
1.2000014781951904,0.4294726,-0.02440186,0.9155577
1.2000141143798828,0.4519224,-0.01366504,0.8696821
1.200021505355835,0.4392334,-0.01659326,0.9028687
1.2000269889831543,0.4324009,-0.01171289,0.9106772
1.2000327110290527,0.4411855,0.003904297,0.9126293
1.200037956237793,0.459731,-0.01561719,0.8628496
1.2000436782836914,0.4587549,0.01366504,0.8677299
1.2000489234924316,0.4528984,0.006832519,0.8569931
1.2000539302825928,0.4411855,0.02733008,0.9018926
1.2000596523284912,0.4489941,-0.01659326,0.8774907
1.200066089630127,0.4441138,-0.01756933,0.8882276
1.2000715732574463,0.4489941,-0.01561719,0.8765146
1.2000768184661865,0.4411855,-0.0566123,0.9067729
1.200120210647583,0.4441138,-0.01366504,0.9067729
1.2001330852508545,0.4441138,-0.01366504,0.8745625
1.2001452445983887,0.4441138,0.01073682,0.8843232
1.2001583576202393,0.4333769,-0.0341626,0.8960361
1.2001729011535645,0.4450899,-0.002928222,0.8970121
1.200186014175415,0.1854541,-0.01464111,0.184478
1.2001924514770508,0.4450899,-0.0605166,1.413355
1.2001979351043701,0.1776455,0.02342578,0.9770502
1.3992948532104492,0.2830615,0.03709082,1.062945
1.3993046283721924,0.1620283,0.04782763,1.05416
1.3993096351623535,0.2323057,0.04099512,1.089299
1.3993136882781982,0.2303535,0.0341626,0.9995
1.3993172645568848,0.2020474,0.04197119,1.003404
